X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
51,810383	-6,448248	1,711434	51,751137	-6,451346	1,638655	51,880531	-7,201487	2,152135	51,811638	-6,374593	1,694167	51,577118	-13,496238	22,282145
51,805889	-6,451253	1,708237	51,749283	-6,457055	1,639027	51,89909	-7,20798	2,174761	51,81208	-6,373062	1,689891	51,592033	-13,512326	22,231667
51,80909	-6,464428	1,717114	51,750317	-6,456542	1,638981	51,887524	-7,22184	2,170723	51,814865	-6,366836	1,686561	51,590271	-13,521888	22,18679
51,804115	-6,467644	1,713551	51,74818	-6,462478	1,63897	51,907951	-7,261975	2,226542	51,814289	-6,367846	1,682498	51,604321	-13,538316	22,148245
51,806873	-6,479168	1,721332	51,748768	-6,461227	1,638082	51,901756	-7,301676	2,253576	51,817097	-6,361773	1,679319	51,602512	-13,545878	22,112028
51,802521	-6,481931	1,718112	51,747097	-6,46538	1,637621	51,949139	-7,351038	2,348499	51,815559	-6,365939	1,675844	51,616951	-13,559292	22,076544
51,804924	-6,491996	1,724873	51,747189	-6,464512	1,636306	51,934326	-7,389166	2,365936	51,818314	-6,360319	1,672832	51,614117	-13,563471	22,046556
51,801193	-6,494338	1,721989	51,744526	-6,469732	1,634741	51,964657	-7,425303	2,43317	51,817108	-6,363595	1,669503	51,628567	-13,573501	22,017891
51,804176	-6,505937	1,729362	51,743336	-6,469422	1,632031	51,951088	-7,457242	2,44596	51,819912	-6,357936	1,666898	51,626099	-13,573696	21,991352
51,800137	-6,508399	1,726281	51,740921	-6,474187	1,630644	51,969055	-7,490352	2,496525	51,818531	-6,362421	1,664237	51,640469	-13,579181	21,965498
51,802696	-6,518569	1,732843	51,740284	-6,473694	1,628631	51,954506	-7,519089	2,505048	51,820736	-6,357755	1,661758	51,638863	-13,574758	21,939734
51,799328	-6,520554	1,730229	51,737228	-6,482103	1,628417	51,985008	-7,54988	2,566513	51,819145	-6,363065	1,659656	51,653164	-13,575933	21,917507
51,801575	-6,529425	1,735928	51,734951	-6,482992	1,624874	51,967094	-7,580764	2,572658	51,821384	-6,358903	1,657566	51,65073	-13,566381	21,894459
51,79882	-6,530996	1,733736	51,731518	-6,492772	1,624559	51,995186	-7,609952	2,632099	51,819942	-6,364307	1,656112	51,663971	-13,563468	21,874916
51,801605	-6,54172	1,740566	51,730316	-6,492521	1,621908	51,980366	-7,640326	2,641494	51,821911	-6,360616	1,654649	51,66198	-13,549515	21,852198
51,799149	-6,542975	1,738771	51,727463	-6,502303	1,622571	51,997696	-7,672926	2,68977	51,818932	-6,37005	1,653951	51,676197	-13,542343	21,831686
51,801704	-6,552639	1,744868	51,725925	-6,502889	1,620268	51,988285	-7,741873	2,772845	51,820728	-6,367565	1,652342	51,673698	-13,525104	21,812613
51,800159	-6,553284	1,743716	51,722588	-6,513007	1,620853	52,017265	-7,810923	2,898785	51,819656	-6,371959	1,651816	51,686974	-13,515294	21,796181
51,802475	-6,561837	1,749062	51,721397	-6,51329	1,618965	52,003704	-7,879675	2,969129	51,821167	-6,369127	1,651118	51,684658	-13,495449	21,777239
51,801384	-6,56221	1,748206	51,718452	-6,521722	1,619347	52,027813	-7,939881	3,075271	51,81876	-6,377079	1,651337	51,698643	-13,483328	21,760101
51,804081	-6,572086	1,754484	51,717274	-6,522386	1,61796	52,017555	-7,998392	3,134745	51,819782	-6,375598	1,650351	51,695885	-13,461763	21,743353
